"","approx_year_built","cats_allowed","common_charges","community_district_num","coop_condo","date_of_sale","dining_room_type","dogs_allowed","fuel_type","garage_exists","kitchen_type","maintenance_cost","num_bedrooms","num_floors_in_building","num_full_bathrooms","num_total_rooms","parking_charges","pct_tax_deductibl","sale_price","sq_footage","total_taxes","walk_score","listing_price_to_nearest_1000","zipcodes"
"650",1963,"no",392.065714285714,25,"co-op",17017.88,"combo","no","gas","NA","eat in",463,1,5.63,1,3,153.463333333333,43.44,256935.04,657.57,2729.09,98,309000,11355
"651",1960,"no",571.964,25,"co-op",17014.0114285714,"formal","no","gas","NA","eat in",901,2,6.17833333333333,1,5,51.37,46.4,264630.49,1049.18,2958.865,7,269000,11354
"652",1986,"no",536,25,"condo",17053.13,"combo","no","gas","NA","efficiency",706.12,2,20,2,4,132.59,41.23,532187.76,871,2556,93,560000,11355
"653",1950,"no",740.38,25,"co-op",16960.85,"combo","no","gas","NA","eat in",1013,2,2,1,5,50.58,50.23,241623.223333333,1100,3080.095,77,249000,11367
"654",1966,"no",884.67,25,"co-op",17011.48,"formal","no","gas","NA","combo",1131,3,7,2,6,175,49.06,499636,1400,3455.375,92,488000,11355
"655",1966,"no",886.7,25,"co-op",17015.08,"formal","no","gas","NA","combo",1131,3,7,2,6,175,49.17,500449.333333333,1400,3403.565,93,488000,11355
"656",1964,"no",653.16,25,"co-op",17021.14,"combo","no","oil","NA","eat in",792,2,2,1,4,115.36,50,304560.52,895.003333333333,3241.5,93,329000,11355
"657",1952,"no",620.58,27,"co-op",16954.54,"combo","no","gas","yes","eat in",588,1,6,1,3,100,49.985,137010.5,661.145,1983.54666666667,90,149000,11435
"658",1958,"yes",706.4,28,"co-op",17021.5925,"combo","yes","oil","yes","efficiency",718,1,7,1,3,85.9833333333333,50,148418.88,800,2095.27,85,175000,11435
"659",1958,"yes",680.68,28,"co-op",17023.68,"combo","yes","oil","NA","efficiency",786,2,7,1,4,95.47,50,221903.306666667,975,2538.18,85,239000,11435
"660",1958,"yes",731.85,28,"co-op",17014.47,"combo","yes","oil","NA","efficiency",837,2,7,1,4,89.94,50,214933.306666667,975,2527.91,85,230000,11435
"661",1958,"yes",699.05,28,"co-op",17014.2075,"combo","yes","oil","yes","efficiency",667,1,7,1,3,85.7033333333333,50,145650,800,2072.98,85,175000,11435
"662",1950,"yes",661.2,28,"co-op",17032.0625,"combo","yes","oil","NA","efficiency",739,1,6,1,4,154,53,168933,800,2100.89,90,198000,11435
"663",1999,"no",297,25,"condo",17019.54,"combo","no","gas","NA","combo",679.55,2,7.98,2,5,122.24,39.06,600739.973333333,896,4800,97,668000,11354
"664",1955,"no",662.068,25,"co-op",17016.225,"combo","no","gas","NA","efficiency",645,2,4.23,1,4,62.98,50.11,270649.88,950,3081.558,85,289000,11354
"665",2008.615,"no",274.52,25,"condo",17028.08,"combo","no","gas","NA","combo",396,2,5.07,2,5,212.61,35.55,558509,857.87,39,95,610000,11354
"666",1952,"no",645.04,28,"co-op",16933.39,"formal","no","oil","NA","efficiency",647,1,6,1,3,99.4066666666667,50.11,137260,682.743333333333,2035.10666666667,88,149000,11435
"667",2006,"no",304.86,25,"condo",17022.93,"formal","no","gas","NA","efficiency",666.69,2,4.49,2,5,163.44,33.63,573640,982.026666666667,220,94,638000,11355
"668",1956.95,"no",710.06,25,"co-op",17039.3233333333,"combo","no","gas","NA","eat in",928,2,7.715,1,4,106.93,49.53,285139.045714286,940.2,3152.93,95,320000,11354
"669",1940,"no",713.73,28,"co-op",17035.218,"combo","no","gas","NA","efficiency",860.535,2,6.93,1,4,837,62.3,281570.625714286,900,2763.48166666667,90,289000,11367
"670",1955,"no",716.494,25,"co-op",17028.1,"combo","no","gas","NA","efficiency",770,3,5.21,1,5,64.04,49.175,332822,1000,3167.288,86,395000,11354
"671",1951,"yes",449.480666666667,25,"co-op",17090.91,"formal","no","oil","NA","efficiency",698,2,5.465,1,5,68.71,40.12,295368.5,888.893333333333,2569.9,86,350000,11354
"672",2011,"no",541.925,25,"co-op",17007.36,"combo","no","gas","NA","eat in",438,2,10.08,3,4,175.178888888889,43.73,602664.58,2143,2533.18666666667,92,999000,11355
"673",1937,"no",873.89,25,"co-op",17039.308,"combo","no","gas","NA","eat in",950,2,8.5825,2,6,132.987142857143,49,478740.5,1400,3531.99,97,5e+05,11354
"674",1937,"no",601.04,25,"co-op",16983.62,"combo","no","oil","NA","eat in",571,1,6.21,1,4,119.8,50,273766.08,800,2910.25333333333,97,329000,11354
"675",1940,"no",626.83,25,"co-op",16988.1233333333,"combo","no","gas","NA","eat in",604,1,3,1,3,142.501666666667,55,207360.08,750,2409.26,90,245000,11367
"676",1955,"no",1042,28,"co-op",17015.2033333333,"other","no","gas","NA","combo",1119.22,2,7,2,5,83.16,49.14,350909.926666667,1229.38,3105.25285714286,82,329000,11415
"677",1955,"no",603.71,28,"co-op",17025.3766666667,"combo","no","gas","NA","efficiency",560,1,5.36,1,3,72.49,48.26,138184.27,690.033333333333,1779.39,82,205000,11435
"678",1965,"no",512.573333333333,25,"co-op",17066.7766666667,"formal","no","gas","NA","efficiency",1149,3,10.44,2,8,150,33.065,615690,1361.31833333333,1149,99,650000,11354
"679",1965,"no",416.487333333333,25,"co-op",17052.46,"formal","no","gas","NA","eat in",1456.56,3,12.51,2,7,159.386031746032,38.14,600111,1383.13,3229.07666666667,99,690000,11354
"680",1965,"no",416.487333333333,25,"co-op",17052.46,"formal","no","gas","NA","eat in",1456.56,3,12.51,2,7,159.386031746032,38.14,600111,1383.13,3229.07666666667,99,690000,11354
"681",1955,"no",726.67,25,"co-op",17012.58,"combo","no","gas","NA","eat in",840,2,4.25,1,4,6,53.4033333333333,241543.88,897.915714285714,3129.95666666667,85,268000,11354
"682",1959,"no",439.19,28,"co-op",17005.085,"combo","no","oil","NA","efficiency",546,0.9,5.75,1,2,93.68,41.75,127496,595.575,1841.35,86,175000,11435
"683",1950,"no",550.68,28,"co-op",16955.405,"combo","no","oil","NA","efficiency",380,0.75,6,1,2,86.665,49.23,119713,400,1992.64666666667,86,118000,11435
"684",2005,"no",282,25,"condo",17098.7566666667,"formal","no","gas","NA","combo",617.645,2,5.13,2,4,169.76,31.26,580864.666666667,914.59,99,99,638000,11354
"685",2007,"yes",420.178333333333,25,"condo",17108.44,"combo","yes","gas","NA","combo",658.85,2,6,2,6,142.59,31.3485714285714,614610.546666667,855,492,99,975000,11354
"686",2007,"yes",513,25,"condo",17083.14,"combo","yes","gas","NA","combo",893.853333333333,2,7.37,2,6,128.25,32.86,625581.666666667,1191.105,492,99,906000,11354
"687",2009,"no",359.08,28,"condo",17076.28,"combo","no","gas","NA","efficiency",245,1,6,1,3,28,34.48,358384.88,740.02,30,78,420000,11435
"688",2002,"no",214,25,"condo",17018.15,"combo","no","gas","NA","combo",994.78,2,7.81,1,4,112.39,39.2266666666667,521579.38,1260,2878.63,55,579000,11356
"689",1962,"no",386,25,"co-op",16975.09,"combo","no","oil","NA","efficiency",516.69,1,6,1,2,158.3,42.54,156151.88,450,2351.09,96,169000,11355
"690",1985,"no",458.936666666667,25,"co-op",16976.8533333333,"combo","no","electric","NA","eat in",493,0.9,6,1,2,250,48.49,246310.5,588.78,2512.14,94,188000,11355
"691",1948,"no",726.18,28,"co-op",16998.345,"formal","no","oil","NA","efficiency",975,2,6,1,5,67.99,50.11,187878.88,900,2235.18,77,180000,11435
"692",1988,"no",433,25,"condo",17034.0883333333,"combo","no","gas","NA","combo",696.94,2,6,1,5,15,42.0533333333333,536368.88,915,3858,94,650000,11355
"693",1960,"no",679.02,25,"co-op",17030.3225,"formal","no","gas","NA","efficiency",759,1,6.65,1,3,91.18,49.47,272317.6,840,3128.35,88,299000,11355
"694",1960,"no",728.99,25,"co-op",17054.36,"combo","no","gas","NA","eat in",857,2,5.3125,1,5,77.57,49.07,312843.26,977.483333333333,3177.28,88,359000,11355
"695",1965,"no",428.24,25,"co-op",16993.45,"combo","no","oil","NA","efficiency",562.67,1,3,1,3,150,41.92,156692.833333333,650,2169.13666666667,88,185000,11367
"696",1955,"no",604.04,25,"co-op",16949.995,"combo","no","gas","NA","efficiency",545,1,3,1,3,97.5266666666667,50,154309.666666667,654.05,2090.62466666667,88,174000,11367
"697",1955,"no",466.95,28,"co-op",17061.15,"formal","no","oil","NA","combo",598,1,5.59,1,3,143.57,40.76,174134,710,2077.52,90,215000,11367
"698",1948,"no",634.96,25,"co-op",16984.13,"formal","no","oil","NA","combo",570,1,3.82,1,3,102.046666666667,49.505,161907.4,668.51,2061.55666666667,88,197000,11367
"699",1950,"no",527.87,29,"co-op",17062.62,"formal","no","gas","NA","efficiency",965.66,2,2,1,5,75,38.75,229963.18,1000,1311,88,225000,11367
"700",1959,"no",771.91,25,"co-op",16996.97,"combo","no","oil","NA","combo",850,2,6,1,4,111.01,50.13,328289.4,934.475714285714,3464.06,92,349000,11355
"701",1965,"no",587.27,25,"co-op",17024.73,"combo","no","gas","yes","eat in",680,2,6,1,4,130,49.19,295945.36,900,3114.48666666667,91,319000,11354
"702",1950,"no",720.67,28,"co-op",17014.578,"combo","no","gas","NA","eat in",800,2,2,1,4,92.7,50,231883.9,900,2716.84333333333,88,265000,11367
"703",1950,"no",640.878,25,"co-op",16997.52,"other","no","oil","NA","efficiency",552,1,6,1,4,86.58,50.03,243282.766666667,761.58,2964.98,87,285000,11355
"704",1963,"no",696.79,25,"co-op",16992.5,"combo","no","gas","NA","eat in",914,2,6,1,4,26,50.07,199808.976666667,800,2836.23,82,189000,11366
"705",1954,"no",559,25,"co-op",16937.76,"combo","no","gas","NA","eat in",737,1,4.13,1,3,39,48.72,128464.166666667,608.5,2166.48666666667,82,120000,11367
"706",1954,"no",686.58,26,"co-op",16963.19,"combo","no","gas","NA","eat in",865,1,6,1,4,48.0090476190476,49.88,169561.926666667,715.03,2441.79666666667,82,106000,11367
"707",1989,"no",457,25,"condo",16999.87,"combo","no","gas","NA","efficiency",459.35,1,5,1,3,151.96,42.09,361528.76,500,2894,96,425000,11354
"708",1989,"yes",420,25,"condo",17004.67,"combo","yes","gas","NA","efficiency",456.2,1,5,1,3,153.22,41.73,342884.64,500,2850,96,398000,11354
"709",1962,"no",646.81,25,"co-op",17022.79,"combo","no","gas","NA","combo",713,1,6,1,3,111.65,50,237711.333333333,773.49,3064.58,92,269000,11355
"710",1952,"no",587.74,25,"co-op",17015.175,"combo","no","oil","NA","eat in",695,2,2,1,5,20,49.03,286666.8,894.12,2891.695,64,319000,11360
"711",1950,"yes",497.79,28,"co-op",17001.67,"formal","yes","gas","NA","eat in",995,1,2,1,4,75,35,181052.253333333,804.87,1307.42333333333,88,159000,11367
"712",1950,"no",708.73,25,"co-op",16970.3683333333,"formal","no","gas","NA","efficiency",969,1,2,1,4,78.32,50.64,172812.88,779.03,2321.46,88,149000,11367
"713",1955,"no",530.25,28,"co-op",16930.355,"other","no","gas","NA","efficiency",738,1,6,1,3,82.76,41.2,116722.5,646.89,1634.02666666667,83,120000,11435
"714",1950,"yes",805.21,27,"co-op",17018.94,"formal","yes","oil","NA","efficiency",1282,2,2,1,4,75,50,235075,954.19,3357.63,78,210000,11415
"715",1990,"yes",309.266666666667,25,"condo",16993.28,"combo","yes","gas","NA","efficiency",358,1,13,1,3,189.593333333333,41.99,434581.88,650,2950,97,499000,11354
"716",1948,"yes",808.25,28,"co-op",17024.52,"combo","yes","gas","NA","eat in",1283,2,2,1,5,75,50,235872.61,1020.08,3353.26,78,229000,11415
"717",1987,"no",627,25,"condo",17062.4933333333,"formal","no","gas","NA","eat in",1171.35,3,9.705,2,4,117.928888888889,43.76,630582.76,1250,6700,95,779000,11354
"718",1987,"yes",204,25,"condo",16979.56,"combo","yes","gas","NA","efficiency",551.875,1,1,1,3,167.266666666667,41.66,321501.52,580,4506,95,368000,11354
"719",1950,"yes",522.61,28,"co-op",17026.89,"combo","yes","gas","NA","efficiency",1311,2,2,1,5,79.59,40,222013.54,1000,2381.1319047619,88,210000,11367
"720",1988,"yes",463,25,"condo",17033.42,"combo","yes","gas","yes","efficiency",754.69,2,7.52,2,5,129.38,38.86,544585,1014.105,2600,94,565000,11354
"721",1988,"yes",547,25,"condo",17026.99,"combo","yes","gas","yes","efficiency",807.45,2,4,2,5,91.12,44.29,524065,1050,3400,94,575000,11354
"722",1947,"yes",767.35,28,"co-op",17011.54,"formal","yes","gas","NA","eat in",1372,2,3,1,4,74.97,49.23,247670.4,1000,3289.38,78,207000,11415
"723",1958,"yes",635.308,25,"co-op",16998.4,"formal","no","gas","NA","eat in",664,2,2,1,5,20,49.58,255498.57,854.8,2838.605,64,275000,11360
"724",1969,"no",402.54,27,"condo",17025.68,"formal","no","gas","NA","combo",710,2,6,2,5,30,40.7,339131.5,1080,3800,74,317000,11414
"725",1965,"no",614,27,"condo",16974.085,"formal","no","gas","NA","efficiency",1093.11,2,6,2,5,41.48,46.34,334328.666666667,1182.13,3721,74,3e+05,11414
"726",1967,"no",230,29,"condo",17066.2766666667,"formal","no","other","yes","eat in",1234.508,3,9.51,1,6,116.01,39.6116666666667,411101.086666667,1159.6425,2884,56,420000,11422
"727",1989,"no",339.64,27,"condo",17010.5033333333,"combo","no","gas","NA","eat in",311,3,3,2,6,100.65,40.58,387096,954.55,2780,81,369000,11417
"728",1950,"yes",783.91,28,"co-op",17003.86,"other","yes","oil","yes","eat in",827,2,7,1,5,111.81,50,306845.52,1100,3270.58,86,293000,11367
"729",1965,"yes",645.37,25,"co-op",17018.1533333333,"other","yes","oil","yes","eat in",683,1,6,1,3,150,50,202747.4,750,2758.73,86,220000,11367
"730",1948,"no",784.8,28,"co-op",17027.275,"formal","no","gas","NA","eat in",1312,2,3.31,1,5,75,49.66,198898.4,972.36,2572.97,86,2e+05,11432
"731",2007,"yes",389,25,"condo",17080.22,"combo","yes","gas","NA","efficiency",390.33,1,2,1,3,166.91,34.77,416113.26,739,632,92,438000,11357
"732",1971.32333333333,"yes",369,28,"condo",17035.18,"combo","yes","gas","yes","combo",511.863333333333,0.9,13,1,3,177.31,41.09,282407.14,500,2092,90,309000,11367
"733",1973,"yes",641,28,"condo",17051.55,"combo","yes","gas","yes","efficiency",910.96,2,10.84,2,6,137.5,46.15,467103.88,1000,3220,90,480000,11367
"734",1985,"yes",348,27,"condo",17026.69,"formal","yes","gas","NA","eat in",891.723,2,3,2,5,78.78,39.9,359801,1095.07,2775,73,330000,11417
"735",1948,"no",857.56,28,"co-op",17060.77,"formal","no","gas","yes","efficiency",1283,2,1,1,5,75,50,220213.88,991.77,2755.07,85,209000,11432
"736",1948,"yes",766.46,28,"co-op",17047.775,"formal","yes","gas","NA","efficiency",1312,2,2,1,4,79.93,48.97,216085,944.15,2749.23,83,210000,11432
"737",1950,"no",776.01,28,"co-op",16980.535,"combo","no","oil","NA","efficiency",1312,2,3.42,1,4,75,50.22,228308.88,936.555714285714,3263.13,88,210000,11367
"738",1952,"no",634.81,25,"co-op",16987.6566666667,"formal","no","oil","NA","combo",627,1,3.95,1,3,84.53,50.125,165325,650,2236.30666666667,87,209000,11367
"739",1950,"yes",539.94,28,"co-op",17046.89,"formal","yes","gas","NA","efficiency",1310,2,2,1,5,75,40,204495.88,1000,2135.80857142857,87,210000,11435
"740",1960,"yes",768.59,27,"co-op",16951.0533333333,"combo","no","gas","NA","efficiency",1000,2,6,2,5,46.045,50.43,261280,1100,3330.52785714286,77,229000,11414
"741",1960,"yes",490.56,27,"co-op",17004.32,"combo","no","oil","NA","efficiency",675,1,6,1,3,53.81,42.43,122473.428571429,661.34,2001.49466666667,77,190000,11414
"742",1960,"yes",490.56,27,"co-op",17004.32,"combo","no","oil","NA","efficiency",675,1,6,1,3,53.81,42.43,122473.428571429,661.34,2001.49466666667,77,190000,11414
"743",1961,"no",726.34,27,"co-op",17037.38,"combo","no","gas","yes","combo",707,2,6,1,4,44,49.65,156884.6,796.475,2558.85,77,210000,11414
"744",1960,"yes",462.966666666667,27,"co-op",17027.36,"combo","no","gas","NA","efficiency",653.91,1,5.15,1,3,66.4433333333333,42.11,120808.198571429,667.2,2014.958,77,190000,11414
"745",1982,"no",295,27,"condo",16993.87,"combo","no","gas","NA","eat in",981.22,3,2,2,6,78.57,39.93,378901.5,1163.21,4000,75,319000,11414
"746",1966,"no",530,27,"condo",16996.16,"combo","no","gas","NA","efficiency",677,1,5,1,4,62.43,43.43,230721.64,750,3388,76,235000,11414
"747",1977.34,"no",295,27,"condo",17040.7033333333,"formal","no","gas","yes","eat in",1013.54,3,5.85,2,6,87.1333333333333,38.83,394465,1214.01,2100,75,399000,11414
"748",1965,"yes",585.64,27,"co-op",16937.12,"combo","no","gas","NA","efficiency",670,1,6,1,4,53.3066666666667,49.07,118170,610.57,2457.94466666667,77,129000,11414
"749",1973,"no",623,25,"condo",17038.14,"combo","no","gas","NA","efficiency",759.78,2,12,1,5,141.57,46.93,444448.88,961.68,2567,90,470000,11367
"750",1973,"yes",553,28,"condo",17047.66,"combo","yes","electric","yes","efficiency",802.256666666667,2,13,1,5,152.97,44.97,458315.76,928.73,2663,90,525000,11367
"751",1973,"no",478.792,25,"condo",16995.07,"combo","no","electric","yes","combo",641,2,9.96,2,5,130.8,41.09,551381.093333333,1002,4638,90,599000,11367
"752",1946,"yes",620,25,"co-op",17004.8066666667,"formal","no","gas","NA","combo",679.51,1,2,1,3,86.78,50.98,192786.62,752.92,2532.67,86,229000,11367
"753",1955,"yes",613.42,25,"co-op",16982.7766666667,"formal","yes","oil","NA","efficiency",640,1,2,1,3,77.82,50.12,184581.176666667,700,2566.51,86,219000,11367
"754",1963,"no",412,25,"condo",17055.9225,"combo","no","gas","NA","eat in",642.01,1,6.37,1,3,105.67,40.59,345788.53,767,3470,85,395000,11367
"755",1963,"no",625.78,27,"co-op",16941.59,"combo","no","oil","NA","efficiency",718,1,6,1,4,30,50.02,125465,665.22,2470.69466666667,85,145000,11414
"756",1965,"yes",787.04,27,"co-op",16977.74,"formal","no","gas","NA","efficiency",1007,2,6,2,5,15,53.2183333333333,268540,1136.88333333333,3322.85785714286,77,169000,11414
"757",1965,"no",586.63,27,"co-op",16970.78,"combo","no","oil","NA","efficiency",782,1,6,1,3,52.92,49.45,131033.88,720.36,2261.59466666667,77,179000,11414
"758",1950,"yes",637.47,25,"co-op",16936.51,"combo","no","gas","NA","efficiency",788,1,2,1,3,20,49.5,156405.88,685.31,2454.78666666667,81,152000,11357
"759",1950,"yes",440.18,27,"co-op",17081.76,"formal","yes","gas","NA","efficiency",672,2,2,1,5,63.12,37.82,154293.213333333,774.486666666667,1460.71,77,195000,11414
"760",1960,"no",275,27,"condo",17085.62,"combo","no","oil","NA","none",684.7,2,4.795,1,5,85.73,39.78,244306.52,873.003333333333,2500,67,245000,11414
"761",1979,"yes",424.75,27,"condo",17025.185,"formal","yes","gas","NA","eat in",1532.43166666667,6,3,3,14,88.89,38.8966666666667,623740.46,2871,4838,55,640000,11414
"762",1979,"yes",250,27,"condo",17031.84,"formal","yes","gas","yes","eat in",1384.455,5,3,3,13,101.3,38.9966666666667,620695.48,1994.19,5323,57,659000,11414
"763",1983,"no",174,25,"condo",17023.0033333333,"formal","no","gas","NA","eat in",545.015,1,6.37,1,5,191.27,41.91,436186.38,850,2833,96,485000,11355
"764",1962,"no",579.6,28,"co-op",16951.47,"combo","no","oil","NA","combo",527,0.69,9.25,1,2,111.182,48.985,117701,533.465,2254.73666666667,99,106000,11432
"765",1961,"no",841.53,28,"co-op",17007.8233333333,"formal","no","gas","NA","eat in",1270,2,14,2,6,131.07,48.14,344537.5,1220.61,3243.53333333333,99,239000,11432
"766",1961,"no",748.33,28,"co-op",16950.53,"other","no","oil","NA","efficiency",504,1.15,15,1,3,50,48.85,137572.261904762,664.12,2573.44666666667,99,105000,11432
"767",1928,"no",632.29,12,"co-op",16999.325,"combo","no","gas","NA","none",719,1,4.23,1,2,75.53,49.2,195729.49,765.963333333333,2681.32,59,225000,11357
"768",1928,"yes",604.09,25,"co-op",16942.34,"combo","no","gas","NA","eat in",666,1,3.05,1,3,55.0133333333333,49.0855555555556,165448.65,675,2448.47,59,175000,11357
"769",1920,"no",719,25,"co-op",17021.665,"combo","no","gas","NA","efficiency",822.115,1,3,1,4,67.89,48.22,186188.15,820,2526.43,59,195000,11357
"770",1928,"no",580.37,25,"co-op",16927.18,"combo","no","gas","NA","efficiency",467,0.89,3,1,0,77.475,48,140764.54,532.23,2239.82,59,125000,11357
"771",1950,"yes",650.37,25,"co-op",16992.56,"formal","no","oil","NA","efficiency",975,2,2,1,5,39.7133333333333,49.68,242162.64,959.14,3022.76,76,249000,11357
"772",1950,"yes",763.3,25,"co-op",17010.3833333333,"combo","no","gas","yes","combo",981,3,2,1,4,20,50.015,267081.64,900,3227.865,76,285000,11357
"773",1953,"yes",505.85,25,"co-op",17046.7214285714,"combo","no","oil","NA","efficiency",1398,3,9,1,5,60,39.435,320855.5,1103.38,3198.75666666667,34,330000,11357
"774",1953,"no",477.55,25,"co-op",17063.8839285714,"combo","no","oil","NA","efficiency",895,1,6.68333333333333,1,3,60,39.46,216357.53,864.95,1890.36,45,235000,11357
"775",1953,"no",461.54,25,"co-op",17081.4914285714,"combo","no","oil","NA","efficiency",1087,2,7.73333333333333,1,5,60,39.24,319470,1026.11,2382.61,45,368000,11357
"776",1953,"yes",499.63,25,"co-op",17040.43,"combo","no","oil","NA","combo",866,1,6.90333333333333,1,3,60,39,225571.4,882,1933.67,49,235000,11357
"777",1953,"yes",484.36,25,"co-op",17048.31,"combo","no","gas","NA","combo",870,1,9,1,3,60,39,224472.52,832.17,2019.09,49,240000,11357
"778",1958,"yes",512.51,25,"co-op",16996.3714285714,"combo","yes","gas","yes","eat in",900,1,6,1,3,65.77,41.5,203281.916666667,784.91,2529.58,32,180000,11357
"779",1956,"yes",470.34,25,"co-op",17065.8214285714,"combo","yes","oil","NA","eat in",1147,2,6,1,5,69.25,39.34,338028.88,1065.95,2607.87,32,399000,11357
"780",1950,"yes",719.54,25,"co-op",17018.48,"combo","no","gas","NA","eat in",1002,2,2,1,5,35.46,50.08,261041.88,983.67,3159.14,78,285000,11357
"781",1958,"no",623.32,28,"co-op",16957.355,"other","no","other","NA","combo",530,0.79,9,1,1,108.042,48.825,124246,550,2163.02666666667,97,105000,11432
"782",1958,"no",685.43,28,"co-op",16968.7,"other","no","oil","NA","efficiency",780,1,9,1,4,117.809166666667,49.6,150190,800,2158.57666666667,97,165000,11432
"783",1950,"yes",425.29,26,"co-op",17075.76,"formal","no","gas","yes","efficiency",923,2,2,1,4,20,40,242980.76,715,2078.14,66,279000,11360
"784",1959,"yes",454.14,25,"co-op",17071.8714285714,"combo","no","oil","NA","efficiency",1430,3,8.14333333333333,1,5,60,39,331975,1300,2687.86666666667,40,339000,11357
"785",1969,"no",444.112333333333,25,"co-op",17050.4933333333,"formal","no","gas","NA","eat in",2321,3,21,2,7,130,39.7616666666667,701329.96,1500,4972.714,32,798000,11357
"786",1968,"yes",330.527333333333,25,"co-op",17020.2414285714,"combo","no","oil","yes","eat in",1868,2,21,2,4,133,40.8766666666667,454933.88,1078,3532.60666666667,40,399000,11357
"787",1963,"no",311.767333333333,25,"co-op",17037.8714285714,"formal","no","oil","yes","eat in",1288,1,21,1,4,123,42,414443,1150,3793.26,40,409000,11357
"788",1962,"no",341.927333333333,25,"co-op",17048.5114285714,"combo","no","gas","NA","eat in",1351,1,21,1,1,133,41.44,427413.52,1160,3563.19,40,445000,11357
"789",1962,"yes",488.959,25,"co-op",17069.0314285714,"formal","no","gas","NA","combo",1725,2,20,2,4,133,39.87,460681.093333333,1350,3312.27666666667,40,430000,11357
"790",1968,"yes",556.159,25,"co-op",17061.035,"formal","no","oil","NA","eat in",2712,3,21,3,7,123,40,754664.85,2400,4782.42,40,998000,11357
"791",1963.79,"no",333.987333333333,25,"co-op",17045.2514285714,"formal","no","oil","NA","eat in",1425,1,15.8033333333333,1,4,120.98,41.02,438873.88,1104.57,3587.01666666667,32,439000,11357
"792",1969,"no",400.272333333333,25,"co-op",17030.4033333333,"formal","no","gas","yes","eat in",2279,3,21,2,7,130,40.9266666666667,701339.95,1500,5067.848,40,839000,11357
"793",1953,"no",490.57,25,"co-op",17064.0914285714,"combo","no","oil","NA","combo",1425,3,9,1,5,60,39,341008.88,1144,2743.80666666667,40,360000,11357
"794",1953,"yes",481.64,25,"co-op",17051.4514285714,"combo","no","oil","NA","eat in",1461,3,9,1,6,70,36,364468.88,1238.94285714286,2527.10666666667,44,389000,11357
"795",1988,"no",412.93,28,"condo",16975.185,"combo","no","gas","NA","eat in",618.785,3,1,1,7,95.13,39.195,294593.5,866.66,2460,86,160000,11434
"796",1958,"yes",444.42,25,"co-op",17083.5239285714,"combo","no","oil","NA","efficiency",893,1,7.21333333333333,1,3,60,39,208712.16,800,1841.53,44,240000,11357
"797",1958,"yes",446.73,25,"co-op",17090.4914285714,"combo","no","oil","NA","efficiency",1138,2,8.29,1,4,60,39,318610,1000,2303.04,37,349000,11357
"798",2000,"yes",923,25,"condo",17086.1364285714,"formal","yes","gas","NA","efficiency",1702.30833333333,3,3,2,6,97.0526470588235,44.41,686393.87,2274,5050.14,33,759000,11357
"799",1981,"no",314.6,25,"condo",17017.5125,"formal","no","gas","NA","eat in",350,1,3,1,3,140.27,40.45,354305.02,755,2400,86,390000,11358
"800",1950,"yes",492.42,29,"co-op",16937.98,"combo","no","gas","NA","efficiency",598,0.96,5.18,1,2,114.42,41.99,126089.428571429,552.615,1959.94,94,105000,11432
"801",1949,"no",761.09,25.31,"co-op",17041.62,"formal","no","gas","yes","efficiency",867,2,2,1,6,100,49.66,295385.88,1000.87,2983.27,86,329000,11358
"802",1960,"no",553.91,29,"co-op",16968.03,"combo","no","oil","yes","efficiency",445,0.67,7.47,1,1,105,48.69,115072.428571429,514.35,2191.18,89,98000,11432
"803",1960,"no",518.37,29,"co-op",16939.58,"combo","no","gas","NA","efficiency",764,1,7.09,1,3,96.0266666666667,40.01,120433.095238095,685.73,1759.93,89,143000,11432
"804",1950,"yes",738.88,25,"co-op",16986.74,"combo","no","oil","NA","combo",1069,2,2,1,5,45.89,51.34,273170.546666667,1034.26,3309.75,79,295000,11362.84
"805",1968,"no",1272.52,26,"co-op",17043.53,"formal","no","oil","NA","eat in",2002,3,2,2,6,89,47.5,502695.5,1462.22,4023.41,71,415000,11360
"806",2007,"no",574,29,"condo",17008.84,"combo","no","gas","NA","efficiency",598.82,1,4,1,5,142.72,42.76,414468,985,232,94,435000,11432
"807",2007,"no",574,28,"condo",17014.43,"combo","no","gas","NA","efficiency",589.59,1,4,1,5,140.26,43.22,394106,985,232,93,425000,11432
"808",1963,"yes",450.43,29,"co-op",16971.06,"formal","yes","gas","NA","eat in",525,1,7,1,3,130.93,42.39,132316,603.425,2090.78,93,130000,11432
"809",1970,"yes",264.537333333333,26,"co-op",16977.22,"combo","yes","gas","NA","efficiency",1506,2,17,2,5,130.71,40,508423.833333333,1221.165,3208.52866666667,72,565000,11360
"810",1970,"yes",232.91,26,"co-op",17091.52,"combo","yes","gas","NA","efficiency",1066,1,17,1,3,123,40,301413.88,807.46,2295.39,71,365000,11360
"811",1960,"no",978.23,25,"co-op",17064.2566666667,"formal","no","gas","NA","combo",1385,1,11.68,1,4,66.07625,50,397698,1041.385,4099.96,67,369000,11360
"812",1970,"yes",250.36,25,"co-op",17096.83,"combo","no","oil","yes","eat in",767,1,17,1,4,135,40,258173.48,800,2516.3,76,268000,11360
"813",1970,"no",239.37,25,"co-op",17064.31,"formal","no","oil","NA","eat in",992.008333333333,1,17,1,4,135,41.06,338179.952380952,884.368333333333,3026.07571428571,76,349000,11360
