"","approx_year_built","cats_allowed","common_charges","community_district_num","coop_condo","date_of_sale","dining_room_type","dogs_allowed","fuel_type","garage_exists","kitchen_type","maintenance_cost","num_bedrooms","num_floors_in_building","num_full_bathrooms","num_total_rooms","parking_charges","pct_tax_deductibl","sale_price","sq_footage","total_taxes","walk_score","listing_price_to_nearest_1000","zipcodes"
"1927",1961,"yes",458.316666666667,26,"co-op",16952.29,"combo","no","gas","NA","efficiency",634,1,5.01,1,3,81.95,42.03,135495,646.21,2107.62466666667,76,159000,11362
"1928",1991,"no",280,25,"condo",17078.77,"combo","no","gas","NA","efficiency",696.295,1,5.46,1,4,118.64,38.43,332883.9,1020,1860,89,269000,11368
"1929",1955,"yes",390,26,"condo",17040.59,"combo","yes","oil","NA","eat in",643.84,2,2,1,4,122.81,40.14,455824.16,800,3478,82,528000,11365
"1930",1950,"yes",415.166666666667,26,"co-op",17132.36,"combo","no","gas","NA","efficiency",673,1,2,1,3,94.75,30,157142.5,650,986.78,85,193000,11362
"1931",1968,"no",363.876666666667,24,"co-op",16977.865,"formal","no","gas","yes","eat in",511,0.84,6,1,2,180,43.44,162820.5,555.31,2313.39,90,149000,11368
"1932",2016,"no",248.127647058824,25,"condo",17089.65,"formal","no","gas","NA","combo",412.613333333333,1,4.79,1,3,202.436666666667,34.3,445895.213333333,622,150,89,575000,11355
"1933",2016,"no",315,25,"condo",17042.61,"other","no","gas","NA","combo",493.14,2,4,1,4,185.51,35.05,544213.88,900,120,89,699000,11355
"1934",1968,"no",669.266666666667,24,"co-op",16977.49,"formal","no","gas","NA","efficiency",863,2,9.09,2,4,138.8,48.75,369254.853333333,1090.28,3387.70952380952,88,349000,11374
"1935",1962,"yes",969.63,30,"co-op",17001.41,"other","yes","oil","NA","eat in",977,3,7,2,7,162.58,49.36,546880,1428,3364.28,94,599000,11377
"1936",1927,"no",377,30,"condo",17126.58,"combo","no","other","NA","eat in",539.38,1,5.73,1,3,162.78,31.99,413988,741,245,96,505000,11377
