"","prec_num","approx_year_built","cats_allowed","common_charges","community_district_num","coop_condo","date_of_sale","dining_room_type","dogs_allowed","fuel_type","garage_exists","kitchen_type","maintenance_cost","num_bedrooms","num_floors_in_building","num_full_bathrooms","num_total_rooms","parking_charges","pct_tax_deductibl","sale_price","sq_footage","total_taxes","walk_score","listing_price_to_nearest_1000","zipcodes","num_train","num_liq","num_crimes"
"347",109,1950,"no",653.04,30,"co-op",17163,"formal","no","gas","NA","eat in",783,2,6.3,1,4,123.25,48.94,324000,960.66,2730.875,95,363190,11372,0,20,8274
"348",109,1942,"yes",368,24,"condo",17141,"formal","yes","gas","NA","combo",756.725,1,6.43,1,4,154.06,37.56,520000,970,2700,98,558346.666666667,11372,1,20,8274
"349",109,1965,"no",741.91,28,"co-op",17115,"formal","no","gas","NA","efficiency",981,1,27,1,4,144.49,50,310000,889.31,3485.29833333333,99,384589,11375,1,20,8274
"350",109,1969,"no",254.97,25,"co-op",17189,"combo","no","gas","yes","efficiency",736,1,17,1,3,135,37.4533333333333,245000,700,1595.36,76,290686.666666667,11360,0,1,8274
"351",109,1948,"yes",443.23,28,"co-op",17164,"other","yes","gas","NA","combo",520,1,5.34,1,2,140.742,33.76,175000,645.456666666667,1232.345,99,227043.333333333,11375,2,20,8274
"352",109,2007,"no",259,25,"condo",17029,"formal","no","electric","NA","combo",798.985,2,5.52,2,7,162.54,33.09,565000,1075,200,98,625270,11354,2,20,8274
"353",109,1973,"no",105,25,"condo",17007,"combo","no","electric","NA","combo",498,2,6.9,1,4,218.25,40.78,452000,778,2287,90,489950,11367,0,19,8274
"354",109,1955,"no",400.06,28,"co-op",17191,"combo","no","gas","NA","efficiency",418,1,6,1,2,129.71,31.89,159500,614.43,862.953333333333,89,216136.666666667,11375,1,20,8274
"355",109,1958,"no",411.06,30,"co-op",17175,"formal","no","gas","yes","efficiency",685,2,6,1,4,118.21,38,255000,950,1512.33333333333,93,317235,11369,0,20,8274
"356",109,1992,"yes",345,24,"condo",17191,"formal","yes","gas","yes","eat in",565.29,1,6,1,4,100,38.35,375000,735,2800,91,399627.5,11368,1,20,8274
"357",109,1952,"yes",788.45,28,"co-op",17008,"other","yes","oil","NA","efficiency",906,2,7,1,4,130,49.45,415000,980.135714285714,3449.59,96,416520,11375,2,20,8274
"358",109,2010,"yes",309,28,"condo",17095,"combo","yes","gas","NA","efficiency",551.19,2,7,2,4,186.49,33.37,585000,763,163,94,658530,11374,1,20,8274
"359",109,1950,"no",701.26,24,"co-op",17037,"formal","no","gas","yes","eat in",801,2,6,1,4,85,49.28,355000,1100,3081.81,87,364185,11355,3,20,8274
"360",109,1973,"yes",670,25,"condo",17009,"combo","yes","electric","yes","efficiency",832.906666666667,2,13,1,4,134.26,46.85,480000,870,3490,90,530110,11367,0,19,8274
"361",109,1950,"yes",434.186666666667,25,"co-op",17099,"dining area","no","oil","NA","efficiency",756,1,2,1,3,62.28,38.24,165500,720.856666666667,1489.73,80,209850,11357,0,6,8274
"362",109,1940,"yes",733.66,25,"co-op",17099,"combo","yes","gas","NA","combo",905,2,2,1,4,90.36,49.94,225000,869.25,2794.73,87,269030,11367,1,18,8274
"363",109,1956,"no",434.91,25,"co-op",17197,"combo","no","oil","NA","eat in",627,1,5.97,1,3,117.15,39.65,230000,729.1,2364.43,92,266631.666666667,11367,0,14,8274
"364",109,1955,"yes",813.02,28,"co-op",17198,"combo","yes","gas","yes","efficiency",850,2,6,1,4,72,50,350000,900,3158.99,94,373265,11375,1,20,8274
"365",109,1950,"yes",446.576666666667,25,"co-op",17127,"combo","no","oil","NA","efficiency",786,1,2,1,3,56.38,36.5833333333333,155000,734.515,1339.33,78,199550,11357,0,6,8274
"366",109,1987,"no",687,24,"condo",17151,"combo","no","other","yes","efficiency",893.35,2,15,1,5,119.46,47.16,380000,906,4920,91,470705,11374,0,20,8274
"367",109,1982,"yes",496.135,25,"condo",17175,"formal","no","gas","NA","combo",650,1,21,1,4,99,38.73,617000,950,4000,82,688810,11360,0,3,8274
"368",109,1953,"no",854,30,"co-op",17053,"other","no","gas","yes","efficiency",815.83,2,6,1,4,100,48.845,115000,700,2291.58333333333,77,227326.666666667,11368,1,20,8274
"369",109,1954.7,"no",780.88,24,"co-op",17086,"other","no","gas","NA","eat in",763,2,6.5825,1,6,108.79,49.44,325000,1003.16,3267.51,97,364330,11373,0,20,8274
"370",109,1964,"yes",881.67,28,"co-op",17023,"formal","no","gas","NA","combo",1729,3,17.51,2,5,149.99,47.74,686000,1541.56,4397.75,97,742480,11375,1,20,8274
"371",109,1960,"yes",760.08,25,"co-op",17177,"formal","no","gas","NA","eat in",1008,2,6,1,5,20,49.15,315000,1200,3245.675,70,341803,11360,0,4,8274
"372",109,1964,"yes",639.62,28,"co-op",17106,"combo","no","gas","NA","combo",667,1,25,1,3,151.45,48.46,265000,783.466666666667,3190.60666666667,97,325553.333333333,11375,1,20,8274
"373",109,1986,"no",590,25,"condo",17178,"combo","no","gas","yes","eat in",1212.135,3,2,2,7,105.632647058824,44.29,576000,1633,3000,64,665276.666666667,11356,0,7,8274
"374",109,1947,"yes",809.5,28,"co-op",17156,"formal","yes","gas","NA","efficiency",1366,2,2,1,5,75,48.82,223000,1006.01,3187.4,85,243664,11415,0,18,8274
"375",109,1947,"no",472.61,28,"co-op",17210,"formal","no","gas","NA","combo",680,1,6.175,1,5,129.1,35.69,232500,1000,1503.21,94,306571.111111111,11374,1,20,8274
"376",109,1951,"yes",448.770666666667,25,"co-op",17135,"combo","no","oil","NA","efficiency",714,1,6,1,3,64.2,37.5333333333333,178000,756.76,1806.49,85,225101.111111111,11354,1,16,8274
"377",109,1942,"no",869.91,28,"co-op",17108,"formal","no","oil","NA","eat in",1059,2,6,1,5,131.72,49.31,479000,1061.58,3467.04,98,534810,11375,1,20,8274
"378",109,1958,"no",417.02,30,"co-op",17212,"other","no","other","NA","eat in",659,2,7,1,4,135.79,38.56,310000,873.5,1967.095,96,358960,11372,0,20,8274
"379",109,1987,"no",635,25,"condo",17136,"other","no","gas","NA","efficiency",929.355,2,20,2,5,129.603888888889,45.03,625000,1000,3936,93,706626.666666667,11355,2,20,8274
"380",109,2008,"no",480,25,"condo",17112,"combo","no","gas","NA","combo",562.035,2,5.36,1,4,131.28,34.16,555000,900,1152,92,628656.666666667,11357,0,6,8274
"381",109,2011,"no",560,25,"condo",17165,"combo","no","gas","NA","efficiency",681.3,1,9.17,1,3,167.1,40.2,720000,923.446666666667,150,95,663130,11354,2,19,8274
"382",109,1958,"no",467.97,25,"co-op",17158,"formal","no","gas","NA","efficiency",733,2,2,1,5,20,39.2633333333333,308000,894.863333333333,2530.873,72,325228,11360,0,1,8274
"383",109,2012,"no",300,26,"condo",17183,"combo","no","gas","NA","combo",682.92,2,5,2,5,177.51,31.54,650000,990,100,93,730798,11361,1,8,8274
"384",109,1958,"no",1022.47,25,"co-op",17185,"formal","no","gas","NA","eat in",1700,3,6,2,6,100,47.21,7e+05,2200,5003.289,45,761300,11357,0,4,8274
"385",109,1965,"yes",798.57,28,"co-op",17162,"formal","yes","gas","yes","combo",1448,2,30,2,4,140,47.46,625000,1287.9,4022.58,92,661693.333333333,11375,1,20,8274
"386",109,1928,"yes",651.17,25,"co-op",17024,"combo","no","oil","NA","eat in",790,1,4,1,3,63.61,48,175000,769.91,2659.93,59,222230,11357,0,4,8274
"387",109,1986,"yes",397,25,"condo",17059,"formal","yes","gas","yes","eat in",1246.465,3,3,2,6,96.7826470588235,39.19,540000,1289.615,3230,80,594481.666666667,11365,0,15,8274
"388",109,1951,"yes",418.976666666667,25,"co-op",17141,"formal","yes","oil","yes","efficiency",658,1,2,1,4,100,36.8933333333333,2e+05,755.47,1700.85,88,242050,11367,0,13,8274
"389",109,1968,"no",485.484,28,"co-op",17115,"formal","no","gas","yes","eat in",2004,3,15,2,6,145.028888888889,35,767000,1500,3005.51666666667,97,759450,11375,2,20,8274
"390",109,1926,"no",821,25,"condo",17123,"formal","no","oil","NA","eat in",1583.26,3,6,2,6,98.12,44.5885714285714,830000,2000,5359,96,786350,11355,3,20,8274
"391",109,1950,"yes",574.01,28,"co-op",17029,"combo","yes","gas","NA","efficiency",595,1,6,1,3,125,46,235000,743,2350.66333333333,87,244776.111111111,11375,1,20,8274
"392",109,1958,"no",415.72,25,"co-op",17119,"combo","no","gas","NA","eat in",1000,1,6,1,3,67.1666666666667,38.63,252500,839.33,1776.71,40,274470,11357,0,4,8274
"393",109,1951,"yes",706.26,25,"co-op",17199,"combo","no","gas","NA","efficiency",815,2,6,1,3,67.45,49.96,235000,843.13,2935.4,86,268895,11354,2,19,8274
"394",109,1942,"yes",345,30,"condo",17157,"combo","yes","gas","NA","efficiency",777.77,2,6,1,4,146.063333333333,38.83,530000,922,3866,98,576766.666666667,11372,1,20,8274
"395",109,1983,"no",906,25,"condo",17038.22,"combo","no","gas","yes","eat in",1197.61,2,13.35,2,6,77,46.65,604368.88,1250,3972,82,759000,11360,0,3,8274
"396",109,1963,"no",248,25,"condo",17196,"formal","no","oil","NA","efficiency",551.833333333333,1,7,1,3,128.016666666667,37.6133333333333,280000,544,2178,85,335473.333333333,11367,0,14,8274
"397",109,2009,"no",315,24,"condo",17122,"combo","no","gas","NA","eat in",474.91,2,7,2,4,149.84,33.78,480000,741,686,86,531180,11373,0,20,8274
"398",109,1958,"no",429.77,11,"co-op",17191,"combo","no","gas","NA","efficiency",610.476666666667,1,6,1,3,121.1,32.8,180000,699.04,1073.21,96,229351.666666667,11372,0,20,8274
"399",109,1950,"yes",698.76,25,"co-op",17176,"combo","no","oil","NA","eat in",879,2,2,1,4,44.64,50.67,254000,886.98,3102.065,75,297380,11357,0,6,8274
"400",109,1960,"no",1090.66,25,"co-op",17197,"formal","no","gas","NA","eat in",1607,3,6,2,6,26,47.03,360000,1500,3787.35,69,422725,11360,0,5,8274
"401",109,1951,"no",516.056666666667,30,"co-op",17196,"formal","no","oil","NA","eat in",796,2,6,1,5,107.13,40.14,350000,850,2645.84166666667,96,366250,11372,0,20,8274
"402",109,1951,"yes",675.98,30,"co-op",17038,"formal","yes","oil","NA","efficiency",714,1,6,1,3,111.65,49.56,170000,760,2507.8,94,221830,11369,0,20,8274
"403",109,2016,"no",153,25,"condo",17150,"combo","no","gas","NA","eat in",421.098333333333,1,5.15,1,3,159.046666666667,33.58,293000,477,106,86,404510,11355,0,15,8274
"404",109,1955,"no",453.364,25,"co-op",17192,"combo","no","gas","NA","eat in",775,1,5.89,1,3,92.64,38.41,169000,750.24,2028.77,95,241203.333333333,11354,2,20,8274
"405",109,1984,"no",462,26,"condo",17157,"combo","no","none","yes","efficiency",696.69,1,3,1,4,103.796666666667,39.67,510000,897.931666666667,3305,85,531200,11360,0,3,8274
"406",109,1962,"yes",687.679,25,"co-op",17087,"formal","no","gas","NA","combo",2047,2,20,2,5,133,45.16,575000,1650,4278.975,40,688480.833333333,11357,0,4,8274
"407",109,1929,"no",395,30,"condo",17136,"combo","no","oil","NA","efficiency",664.25,1,6,1,3,166.04,36.85,410000,858,2726,99,469945,11372,0,20,8274
"408",109,1953,"no",443.336666666667,20,"co-op",17156,"combo","no","oil","NA","efficiency",748,1,7,1,4,71.52,38.0833333333333,79000,650,1810.748,77,202866.666666667,11368,1,20,8274
"409",109,1939,"no",638.83,28,"co-op",17045,"combo","no","oil","NA","eat in",723,1,6,1,3,152.46,49.975,255960,800,2635.685,94,304163.333333333,11375,1,20,8274
"410",109,1964,"no",682.17,28,"co-op",17162,"combo","no","gas","NA","combo",885,1,16.74,1,3,140.78,49.12,275000,795.75,3274.75166666667,97,364920,11375,1,20,8274
"411",109,1954,"yes",578.44,28,"co-op",17066,"combo","yes","oil","NA","efficiency",412,0,15,1,2,152.25,50,147000,545.05,2366.9,95,229060,11374,0,20,8274
"412",109,2010,"no",158,24,"condo",17210,"combo","no","gas","NA","eat in",461.09,2,4,2,5,237.04,35.15,428000,820,285,96,505520,11368,1,20,8274
"413",109,1958,"no",425.148666666667,30,"co-op",17058,"combo","no","gas","NA","efficiency",650,2,7.74,1,4,164.6,40.95,280000,831.38,2873.41,98,369390,11372,0,20,8274
"414",111,1974,"no",718.418,25.83,"co-op",17017,"combo","no","gas","yes","efficiency",656,1,33,1,3,87,50,289000,630,3526.39333333333,54,320372,11005,0,5,3010
"415",111,1950,"yes",530.45,26,"co-op",16930,"combo","yes","oil","NA","eat in",698,2,2,1,4,54.11,44.18,267000,767.26,2816.35,55,255365,11004,0,5,3010
"416",111,1960,"yes",704.39,26,"co-op",17155,"combo","no","oil","NA","eat in",901,1,6,1,3,57.31,57,203000,800,2802.14,80,254383.333333333,11363,2,9,3010
"417",111,1949,"no",535,26,"condo",16899,"formal","no","gas","NA","eat in",1193.23166666667,1,8.31333333333333,2,6,95.145,40.68,420000,1300.52,4300,48,481151.666666667,11364,0,4,3010
"418",111,1961,"yes",562.52,26,"co-op",16897,"formal","no","gas","NA","eat in",1118,3,1,2,5,95,46.36,390000,1276.19,3199.39,76,364901.666666667,11362,1,9,3010
"419",111,1955,"yes",436.6,26,"co-op",17021,"combo","no","gas","NA","efficiency",739,1,3.09,1,3,74.13,37.67,168000,717.246666666667,1475.098,72,197830,11362,0,7,3010
"420",111,1955,"yes",625.41,26,"co-op",16881,"combo","yes","gas","NA","efficiency",669,1,2,1,4,57.92,49.52,175500,676.6,2453.25,55,191642,11364,0,6,3010
"421",111,1955,"no",764.7,26,"co-op",17169,"formal","no","gas","NA","eat in",801,3,2,1,5,76.85,65,215000,935.973333333333,2410.23,72,243458,11427,1,10,3010
